matricula_funcionario,Nome Funcionario,Cargo,codigo_loja,nome_loja,codigo_produto,descricao_produto,Categoria,preco_custo,valor_unitario,quantidade,comissao,dt_venda,dt_entrega
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,"899,9","1676,9",2,,12/11/2019 10:39,12/11/2019 10:59
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10017,Cama Box,Casa,"1189,9","1899,5",4,,22/10/2019 17:42,29/10/2019 12:19
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,"1400,9","2279,99",4,,28/02/2020 15:45,06/03/2020 09:40
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10006,Aspirador de pó,Casa,"88,9","189,9",4,,27/09/2019 14:01,28/09/2019 12:22
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",4,,26/11/2020 12:03,26/11/2020 15:00
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10017,Cama Box,Casa,"1189,9","1899,5",4,,19/08/2019 10:42,24/08/2019 10:14
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,"329,9","674,1",4,,17/03/2020 15:58,17/03/2020 17:05
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,"187,9",340,4,,18/08/2020 09:53,18/08/2020 14:24
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,"789,9",1399,2,,09/06/2019 09:56,11/06/2019 13:36
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,"109,9","249,9",4,,24/10/2020 11:54,24/10/2020 13:41
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,"699,9","1346,9",2,,24/09/2020 14:26,01/10/2020 09:54
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10006,Aspirador de pó,Casa,"88,9","189,9",2,,11/05/2019 12:27,12/05/2019 10:34
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,"899,9","1676,9",1,,29/08/2019 09:57,29/08/2019 16:49
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189,"364,5",1,,22/12/2020 09:52,22/12/2020 17:07
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,"59,9","142,4",1,,03/02/2019 13:35,04/02/2019 10:09
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,"210,9","404,1",1,,26/07/2019 13:21,31/07/2019 17:52
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10004,Máquina Lavar Roupa,Eletrodomésticos,1099,"1709,1",1,"0,05",02/05/2019 15:29,06/05/2019 15:57
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,"1400,9","2279,99",1,,17/02/2019 13:37,23/02/2019 10:06
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,"49,9","95,9",1,,04/05/2019 11:22,04/05/2019 11:30
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,"1400,9","2279,99",1,,04/03/2019 10:16,09/03/2019 10:19
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799,"1424,91",1,,06/10/2020 16:24,06/10/2020 17:44
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799,"1424,91",1,,22/05/2020 13:45,22/05/2020 14:18
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,"59,9","142,4",1,,12/11/2019 17:52,13/11/2019 16:23
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,"210,9","404,1",1,,26/06/2020 10:59,01/07/2020 14:25
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10004,Máquina Lavar Roupa,Eletrodomésticos,1099,"1709,1",1,"0,05",04/10/2019 10:30,07/10/2019 16:18
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,"1400,9","2279,99",1,,08/04/2019 14:27,13/04/2019 12:28
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,"210,9","404,1",1,,05/03/2019 16:02,08/03/2019 16:09
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,"187,9",340,1,,05/07/2019 10:03,05/07/2019 14:17
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,1,,05/12/2020 14:10,05/12/2020 15:57
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,"49,9","95,9",1,,02/08/2020 10:08,02/08/2020 12:53
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189,"364,5",1,,11/04/2019 11:04,12/04/2019 09:29
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,"109,9","249,9",1,,21/11/2020 12:08,21/11/2020 13:01
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,1,,03/11/2020 15:46,04/11/2020 10:42
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,"159,9","284,9",1,,02/11/2019 09:51,02/11/2019 10:53
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,"59,9","142,4",1,,24/01/2020 09:22,24/01/2020 09:54
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,1,,03/06/2019 09:09,03/06/2019 11:09
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189,"364,5",1,,06/01/2020 13:08,06/01/2020 17:26
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,"489,9",999,1,,14/12/2020 15:32,16/12/2020 15:17
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,"329,9","674,1",1,,17/05/2020 16:35,18/05/2020 14:08
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10004,Máquina Lavar Roupa,Eletrodomésticos,1099,"1709,1",1,"0,05",18/01/2020 12:20,22/01/2020 16:00
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10006,Aspirador de pó,Casa,"88,9","189,9",1,,15/03/2020 09:28,15/03/2020 17:04
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799,"1424,91",1,,19/02/2019 17:49,20/02/2019 14:12
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,"1400,9","2279,99",1,,26/11/2019 13:27,03/12/2019 14:13
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,"489,9",999,1,,03/11/2019 13:47,05/11/2019 12:41
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,"159,9","284,9",1,,18/11/2020 17:55,19/11/2020 10:35
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,"699,9","1346,9",1,,08/08/2020 14:02,10/08/2020 13:35
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10004,Máquina Lavar Roupa,Eletrodomésticos,1099,"1709,1",1,"0,05",10/11/2020 09:08,15/11/2020 13:48
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,"329,9","674,1",1,,17/01/2019 15:57,17/01/2019 16:12
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,"187,9",340,1,,17/05/2020 12:05,18/05/2020 09:41
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10004,Máquina Lavar Roupa,Eletrodomésticos,1099,"1709,1",1,"0,05",14/10/2020 14:21,18/10/2020 11:40
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799,"1424,91",1,,07/03/2019 15:29,07/03/2019 15:43
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10012,Processador de alimentos,Cozinha,110,"189,9",1,,04/02/2019 14:01,04/02/2019 17:04
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,"699,9","1346,9",1,,18/11/2020 11:40,22/11/2020 17:37
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10012,Processador de alimentos,Cozinha,110,"189,9",1,,04/06/2020 15:06,04/06/2020 17:58
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,"159,9","284,9",1,,05/04/2019 09:41,05/04/2019 09:59
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,"159,9","284,9",1,,14/01/2019 10:15,14/01/2019 17:16
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799,"1424,91",1,,01/02/2020 15:08,02/02/2020 14:32
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,"1400,9","2279,99",1,,12/09/2019 12:38,18/09/2019 16:09
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,"1400,9","2279,99",1,,22/02/2019 14:36,26/02/2019 15:25
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,1,,11/09/2019 17:48,12/09/2019 17:31
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,"789,9",1399,1,,26/02/2019 13:32,02/03/2019 13:22
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,"329,9","674,1",1,,23/12/2020 14:14,23/12/2020 17:25
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,"489,9",999,1,,26/01/2020 12:41,30/01/2020 17:06
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10006,Aspirador de pó,Casa,"88,9","189,9",1,,12/07/2020 17:21,12/07/2020 17:26
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10004,Máquina Lavar Roupa,Eletrodomésticos,1099,"1709,1",1,"0,05",09/07/2020 12:04,15/07/2020 12:08
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,"210,9","404,1",1,,29/07/2019 12:05,05/08/2019 16:43
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,"329,9","674,1",1,,25/06/2019 12:27,25/06/2019 17:59
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10017,Cama Box,Casa,"1189,9","1899,5",1,,12/03/2019 12:08,15/03/2019 13:07
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",1,,05/04/2020 09:55,05/04/2020 12:07
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799,"1424,91",1,,29/12/2020 13:31,30/12/2020 10:55
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,"699,9","1346,9",1,,09/11/2020 17:53,13/11/2020 15:19
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10012,Processador de alimentos,Cozinha,110,"189,9",1,,12/03/2020 15:48,13/03/2020 14:42
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,"109,9","249,9",1,,02/05/2019 12:19,03/05/2019 11:52
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",1,,09/09/2019 10:31,09/09/2019 14:19
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,1,,09/01/2019 17:51,10/01/2019 16:18
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,"187,9",340,1,,17/06/2020 09:06,17/06/2020 17:23
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189,"364,5",1,,15/06/2019 14:51,16/06/2019 14:14
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10006,Aspirador de pó,Casa,"88,9","189,9",1,,04/09/2019 14:23,05/09/2019 12:40
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,"899,9","1676,9",3,,25/09/2019 10:14,25/09/2019 12:50
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10006,Aspirador de pó,Casa,"88,9","189,9",3,,07/01/2020 09:52,08/01/2020 09:47
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,"489,9",999,3,,18/06/2020 13:37,21/06/2020 09:22
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,"159,9","284,9",3,,06/08/2019 14:14,07/08/2019 12:59
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,"489,9",999,3,,21/11/2019 13:04,25/11/2019 13:26
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,3,,24/10/2020 17:55,25/10/2020 10:02
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799,"1424,91",3,,18/04/2020 09:48,18/04/2020 11:20
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,"699,9","1346,9",3,,13/07/2020 16:55,19/07/2020 11:59
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,"899,9","1676,9",3,,20/11/2019 15:03,20/11/2019 15:59
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10012,Processador de alimentos,Cozinha,110,"189,9",3,,03/07/2019 09:45,03/07/2019 13:05
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10006,Aspirador de pó,Casa,"88,9","189,9",3,,03/02/2019 15:02,04/02/2019 14:22
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,"489,9",999,3,,02/09/2019 12:46,08/09/2019 15:51
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,3,,18/08/2019 09:21,18/08/2019 11:09
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,"789,9",1399,3,,31/01/2019 11:06,07/02/2019 16:09
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,"699,9","1346,9",3,,04/07/2020 12:42,06/07/2020 12:17
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",3,,31/03/2019 14:49,01/04/2019 14:43
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,"49,9","95,9",3,,24/03/2020 17:51,25/03/2020 14:27
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,"210,9","404,1",3,,07/10/2020 10:52,11/10/2020 10:53
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,"109,9","249,9",3,,22/02/2020 10:47,23/02/2020 10:42
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799,"1424,91",3,,04/02/2019 10:35,04/02/2019 11:02
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,"899,9","1676,9",3,,29/10/2020 17:54,30/10/2020 17:38
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",3,,13/09/2019 13:08,14/09/2019 09:56
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10017,Cama Box,Casa,"1189,9","1899,5",3,,03/07/2019 10:06,10/07/2019 14:36
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,3,,01/08/2019 15:29,01/08/2019 16:16
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,"329,9","674,1",3,,14/03/2020 16:38,15/03/2020 10:42
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,"159,9","284,9",3,,12/01/2020 16:29,13/01/2020 11:42
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,"109,9","249,9",3,,22/08/2019 12:28,23/08/2019 09:48
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10012,Processador de alimentos,Cozinha,110,"189,9",3,,01/12/2020 11:22,01/12/2020 14:29
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",3,,20/10/2020 14:12,21/10/2020 12:32
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,"109,9","249,9",3,,19/04/2019 16:04,20/04/2019 09:48
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,"109,9","249,9",3,,26/04/2020 16:25,27/04/2020 12:38
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,"59,9","142,4",3,,10/11/2019 09:57,11/11/2019 09:40
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",3,,15/05/2020 12:24,15/05/2020 13:20
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10006,Aspirador de pó,Casa,"88,9","189,9",3,,30/09/2020 16:27,01/10/2020 11:48
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10012,Processador de alimentos,Cozinha,110,"189,9",3,,02/01/2019 12:30,03/01/2019 09:36
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,"489,9",999,3,,30/12/2020 14:57,31/12/2020 13:33
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10006,Aspirador de pó,Casa,"88,9","189,9",3,,24/12/2019 16:47,25/12/2019 14:37
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",3,,16/07/2020 12:09,16/07/2020 17:02
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,"329,9","674,1",3,,09/02/2019 16:38,10/02/2019 11:04
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189,"364,5",3,,21/12/2019 14:22,21/12/2019 17:31
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,"899,9","1676,9",3,,30/08/2019 11:04,30/08/2019 16:00
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,"59,9","142,4",3,,15/09/2020 12:40,15/09/2020 12:51
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,3,,22/11/2019 13:28,23/11/2019 10:07
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,"789,9",1399,3,,08/09/2020 14:59,13/09/2020 11:59
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,"187,9",340,3,,09/04/2020 14:46,10/04/2020 13:42
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,"159,9","284,9",3,,14/03/2019 13:02,15/03/2019 09:52
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,"1400,9","2279,99",3,,09/11/2020 11:25,12/11/2020 14:57
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,"210,9","404,1",3,,09/10/2019 12:21,12/10/2019 14:12
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,"49,9","95,9",3,,05/04/2020 12:56,05/04/2020 15:19
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10012,Processador de alimentos,Cozinha,110,"189,9",3,,23/04/2020 16:45,24/04/2020 11:33
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,"899,9","1676,9",3,,25/08/2019 17:55,26/08/2019 13:45
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",3,,04/02/2020 12:15,04/02/2020 15:50
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,"49,9","95,9",3,,06/12/2020 11:03,07/12/2020 09:31
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",3,,14/02/2020 13:50,15/02/2020 13:31
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,3,,12/02/2020 17:56,13/02/2020 11:08
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,"489,9",999,3,,26/07/2019 12:47,30/07/2019 11:14
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189,"364,5",3,,06/09/2019 13:43,07/09/2019 12:50
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,"489,9",999,3,,13/06/2019 14:07,19/06/2019 10:04
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,"59,9","142,4",3,,03/12/2020 10:49,03/12/2020 17:39
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,"49,9","95,9",3,,02/11/2020 16:52,03/11/2020 14:50
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10004,Máquina Lavar Roupa,Eletrodomésticos,1099,"1709,1",3,"0,09",24/09/2019 15:45,26/09/2019 14:16
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,"699,9","1346,9",3,,30/05/2019 17:19,06/06/2019 14:11
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,"59,9","142,4",3,,10/05/2020 09:20,10/05/2020 15:09
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,"49,9","95,9",3,,09/01/2020 14:03,10/01/2020 12:35
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,"1400,9","2279,99",3,,29/12/2020 16:50,31/12/2020 17:28
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",3,,02/01/2020 12:56,03/01/2020 12:55
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,"699,9","1346,9",3,,11/03/2020 09:04,13/03/2020 10:34
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10012,Processador de alimentos,Cozinha,110,"189,9",3,,18/07/2019 13:47,19/07/2019 12:05
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10012,Processador de alimentos,Cozinha,110,"189,9",3,,29/08/2019 11:08,30/08/2019 11:02
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,"49,9","95,9",3,,27/03/2019 12:01,27/03/2019 15:27
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10012,Processador de alimentos,Cozinha,110,"189,9",3,,04/09/2020 13:19,05/09/2020 11:49
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10004,Máquina Lavar Roupa,Eletrodomésticos,1099,"1709,1",3,"0,09",26/10/2019 12:40,29/10/2019 14:59
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799,"1424,91",3,,17/01/2019 12:04,17/01/2019 14:58
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10012,Processador de alimentos,Cozinha,110,"189,9",3,,30/06/2020 15:17,30/06/2020 16:57
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,"109,9","249,9",3,,25/02/2019 15:40,26/02/2019 15:29
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,"109,9","249,9",3,,09/07/2019 16:05,10/07/2019 15:25
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,"489,9",999,3,,10/08/2020 17:33,13/08/2020 11:34
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10006,Aspirador de pó,Casa,"88,9","189,9",3,,17/07/2019 13:55,17/07/2019 16:30
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189,"364,5",3,,26/09/2019 09:45,27/09/2019 09:42
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,"187,9",340,3,,01/06/2020 10:57,01/06/2020 15:24
123456222,Maria das Graças,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,"699,9","1346,9",3,,29/03/2020 10:10,03/04/2020 12:05
123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,"49,9","95,9",2,,30/10/2020 14:06,31/10/2020 13:50
123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,"699,9","1346,9",2,,30/05/2019 10:53,02/06/2019 13:46
123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,"159,9","284,9",2,,09/11/2019 13:42,10/11/2019 09:44
123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,"789,9",1399,2,,22/05/2020 10:12,29/05/2020 15:46
123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,"699,9","1346,9",2,,09/05/2020 16:34,14/05/2020 16:34
123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189,"364,5",2,,14/01/2020 17:33,15/01/2020 11:07
123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,"210,9","404,1",2,,12/04/2019 15:41,19/04/2019 13:28
123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",2,,26/10/2019 10:24,26/10/2019 10:48
123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,"187,9",340,2,,17/02/2019 10:41,18/02/2019 10:06
123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,"699,9","1346,9",2,,16/07/2019 15:39,21/07/2019 09:02
123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10012,Processador de alimentos,Cozinha,110,"189,9",2,,17/02/2019 09:05,17/02/2019 12:04
123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799,"1424,91",2,,28/12/2019 13:02,29/12/2019 12:05
123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,"159,9","284,9",2,,10/03/2020 15:15,10/03/2020 16:08
