dt_venda,matricula_funcionario,nome_funcionario,cargo,codigo_loja,nome_loja,codigo_produto,descricao_produto,categoria,preco_custo,valor_unitario,quantidade,dt_entrega,valor_final
2020-10-04 14:18:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,2299.9,3199.0,3,2020-10-05 12:12:00,9597.0
2019-10-13 16:32:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,489.9,999.0,3,2019-10-17 09:56:00,2997.0
2020-09-21 10:54:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10017,Cama Box,Casa,1189.9,1899.5,4,2020-09-23 15:48:00,7598.0
2019-08-22 14:30:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,2299.9,3199.0,4,2019-08-23 10:33:00,12796.0
2019-03-05 09:56:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,489.9,999.0,4,2019-03-11 14:36:00,3996.0
2020-09-29 10:14:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,210.9,404.1,4,2020-10-01 15:51:00,1616.4
2020-04-18 15:37:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189.0,364.5,4,2020-04-19 10:20:00,1458.0
2019-01-22 15:46:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,187.9,340.0,3,2019-01-22 17:16:00,1020.0
2020-09-06 11:16:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,27.9,55.9,4,2020-09-06 16:21:00,223.6
2020-05-02 13:48:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,329.9,674.1,4,2020-05-03 12:43:00,2696.4
2019-09-21 09:07:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,210.9,404.1,3,2019-09-23 12:42:00,1212.3000000000002
2019-11-23 16:57:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,59.9,142.4,4,2019-11-24 09:20:00,569.6
2019-04-17 09:56:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,27.9,55.9,3,2019-04-17 13:00:00,167.7
2019-05-19 13:15:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,2299.9,3199.0,3,2019-05-19 17:50:00,9597.0
2020-01-16 15:08:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,187.9,340.0,3,2020-01-17 12:39:00,1020.0
2020-01-31 12:14:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,49.9,95.9,4,2020-02-01 10:18:00,383.6
2020-08-18 16:52:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10004,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,3,2020-08-24 17:31:00,5127.299999999999
2020-02-27 12:15:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,210.9,404.1,3,2020-03-04 16:29:00,1212.3000000000002
2019-01-10 16:16:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,109.9,249.9,3,2019-01-11 16:00:00,749.7
2020-12-24 13:44:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,27.9,55.9,4,2020-12-25 11:20:00,223.6
2019-10-01 17:56:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10017,Cama Box,Casa,1189.9,1899.5,4,2019-10-07 10:19:00,7598.0
2019-03-12 16:38:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,49.9,95.9,3,2019-03-13 13:28:00,287.70000000000005
2019-01-29 15:38:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,2299.9,3199.0,3,2019-01-30 12:23:00,9597.0
2020-10-17 10:35:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,159.9,284.9,3,2020-10-17 11:52:00,854.6999999999999
2019-06-18 14:34:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,1400.9,2279.99,4,2019-06-24 15:09:00,9119.96
2019-05-19 13:51:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799.0,1424.91,4,2019-05-20 13:15:00,5699.64
2020-03-27 13:03:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189.0,364.5,1,2020-03-28 09:54:00,364.5
2019-10-20 14:18:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,59.9,142.4,3,2019-10-21 10:23:00,427.20000000000005
2020-04-29 16:45:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,699.9,1346.9,4,2020-05-01 13:35:00,5387.6
2019-12-16 17:47:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,1400.9,2279.99,1,2019-12-22 12:35:00,2279.99
2020-04-27 17:09:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,2299.9,3199.0,1,2020-04-28 11:33:00,3199.0
2019-11-25 10:02:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189.0,364.5,1,2019-11-25 11:58:00,364.5
2019-01-21 10:28:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,187.9,340.0,1,2019-01-22 09:14:00,340.0
2019-09-08 11:58:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,1400.9,2279.99,1,2019-09-11 11:13:00,2279.99
2020-12-05 12:37:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799.0,1424.91,1,2020-12-05 15:57:00,1424.91
2020-11-20 16:55:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,2299.9,3199.0,1,2020-11-21 11:00:00,3199.0
2019-10-27 17:28:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,789.9,1399.0,1,2019-10-30 17:20:00,1399.0
2019-01-04 13:42:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,899.9,1676.9,1,2019-01-04 16:21:00,1676.9
2019-04-08 14:38:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,2299.9,3199.0,1,2019-04-08 17:28:00,3199.0
2020-07-26 17:13:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,187.9,340.0,1,2020-07-27 10:13:00,340.0
2020-12-14 16:37:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,59.9,142.4,1,2020-12-15 14:23:00,142.4
2019-05-26 14:31:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,109.9,249.9,1,2019-05-27 13:27:00,249.9
2020-10-15 09:34:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,27.9,55.9,1,2020-10-15 14:37:00,55.9
2019-10-01 11:02:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,210.9,404.1,1,2019-10-05 16:07:00,404.1
2020-11-09 13:07:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,59.9,142.4,1,2020-11-10 11:59:00,142.4
2019-04-01 15:58:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,1400.9,2279.99,1,2019-04-07 15:45:00,2279.99
2019-02-19 13:45:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10012,Processador de alimentos,Cozinha,110.0,189.9,1,2019-02-20 09:50:00,189.9
2020-01-16 11:56:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,59.9,142.4,1,2020-01-16 16:26:00,142.4
2020-11-29 17:33:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,489.9,999.0,1,2020-12-04 13:08:00,999.0
2019-04-02 11:53:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,699.9,1346.9,1,2019-04-04 12:54:00,1346.9
2020-11-02 14:34:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,187.9,340.0,1,2020-11-03 10:22:00,340.0
2020-04-28 17:24:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,210.9,404.1,1,2020-05-04 17:59:00,404.1
2019-06-20 12:17:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,2299.9,3199.0,1,2019-06-21 09:21:00,3199.0
2019-10-15 11:43:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,489.9,999.0,1,2019-10-17 12:31:00,999.0
2019-11-22 13:40:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,159.9,284.9,1,2019-11-23 12:05:00,284.9
2019-07-24 15:40:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,899.9,1676.9,1,2019-07-25 10:51:00,1676.9
2019-10-09 12:56:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10017,Cama Box,Casa,1189.9,1899.5,1,2019-10-15 16:34:00,1899.5
2020-03-22 12:47:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,789.9,1399.0,1,2020-03-24 09:22:00,1399.0
2020-11-22 15:02:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10004,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,1,2020-11-28 10:47:00,1709.1
2020-10-21 12:35:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,59.9,142.4,1,2020-10-22 09:57:00,142.4
2020-06-10 16:19:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,159.9,284.9,1,2020-06-11 15:13:00,284.9
2019-05-06 11:58:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189.0,364.5,1,2019-05-07 11:14:00,364.5
2019-01-06 13:48:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,899.9,1676.9,1,2019-01-07 10:56:00,1676.9
2019-01-02 10:35:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799.0,1424.91,1,2019-01-02 15:47:00,1424.91
2019-09-03 09:51:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,329.9,674.1,1,2019-09-03 14:28:00,674.1
2020-07-18 16:59:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189.0,364.5,1,2020-07-19 10:16:00,364.5
2019-07-24 15:42:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799.0,1424.91,1,2019-07-25 10:17:00,1424.91
2020-09-03 10:09:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,210.9,404.1,1,2020-09-08 15:20:00,404.1
2020-12-12 16:24:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10017,Cama Box,Casa,1189.9,1899.5,1,2020-12-14 13:32:00,1899.5
2020-03-18 12:34:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,27.9,55.9,4,2020-03-19 09:30:00,223.6
2019-02-13 10:15:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,789.9,1399.0,3,2019-02-17 11:59:00,4197.0
2020-02-18 15:12:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,210.9,404.1,4,2020-02-25 09:51:00,1616.4
2019-01-15 17:52:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10017,Cama Box,Casa,1189.9,1899.5,4,2019-01-18 10:37:00,7598.0
2020-09-13 17:58:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,699.9,1346.9,3,2020-09-16 17:20:00,4040.7000000000003
2019-07-10 09:42:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,899.9,1676.9,4,2019-07-10 11:41:00,6707.6
2019-07-10 16:25:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,159.9,284.9,3,2019-07-11 10:01:00,854.6999999999999
2019-08-15 17:57:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,210.9,404.1,4,2019-08-20 11:02:00,1616.4
2019-03-31 14:38:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,59.9,142.4,3,2019-03-31 16:06:00,427.20000000000005
2019-12-25 12:10:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,159.9,284.9,4,2019-12-26 09:54:00,1139.6
2020-10-06 12:57:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,27.9,55.9,4,2020-10-07 12:53:00,223.6
2020-08-01 12:07:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,27.9,55.9,4,2020-08-01 14:36:00,223.6
2020-09-28 10:24:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10006,Aspirador de pó,Casa,88.9,189.9,3,2020-09-29 09:33:00,569.7
2019-10-24 17:32:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,59.9,142.4,3,2019-10-25 12:35:00,427.20000000000005
2020-03-29 10:00:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,159.9,284.9,3,2020-03-29 12:56:00,854.6999999999999
2019-07-22 11:03:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,699.9,1346.9,4,2019-07-26 15:32:00,5387.6
2019-06-01 13:55:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,210.9,404.1,4,2019-06-05 10:35:00,1616.4
2020-06-27 15:18:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,489.9,999.0,3,2020-06-30 13:32:00,2997.0
2020-10-02 10:00:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,329.9,674.1,4,2020-10-02 15:11:00,2696.4
2020-02-06 16:29:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,1400.9,2279.99,3,2020-02-08 10:42:00,6839.969999999999
2019-12-09 12:56:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,109.9,249.9,1,2019-12-10 11:09:00,249.9
2019-01-12 12:54:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,699.9,1346.9,1,2019-01-16 12:04:00,1346.9
2019-02-18 16:27:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,489.9,999.0,1,2019-02-21 13:39:00,999.0
2019-09-14 16:01:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,789.9,1399.0,1,2019-09-16 11:08:00,1399.0
2019-03-11 11:44:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,109.9,249.9,1,2019-03-11 16:15:00,249.9
2020-01-30 12:06:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,109.9,249.9,1,2020-01-30 14:34:00,249.9
2019-02-22 17:59:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799.0,1424.91,1,2019-02-23 12:32:00,1424.91
2020-07-02 11:15:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,899.9,1676.9,3,2020-07-03 11:07:00,5030.700000000001
2020-12-07 12:19:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,899.9,1676.9,3,2020-12-07 15:49:00,5030.700000000001
2020-02-16 10:55:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,49.9,95.9,4,2020-02-16 16:56:00,383.6
2019-10-03 13:37:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,329.9,674.1,3,2019-10-03 14:16:00,2022.3000000000002
2020-12-20 10:38:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10004,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,4,2020-12-27 16:15:00,6836.4
2019-10-10 11:21:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,187.9,340.0,4,2019-10-10 16:50:00,1360.0
2019-06-07 10:51:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,699.9,1346.9,4,2019-06-13 14:09:00,5387.6
2020-01-17 09:33:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,27.9,55.9,3,2020-01-17 10:13:00,167.7
2019-07-07 12:25:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799.0,1424.91,3,2019-07-08 11:24:00,4274.7300000000005
2020-02-03 14:13:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,789.9,1399.0,3,2020-02-05 17:12:00,4197.0
2019-11-17 17:54:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10012,Processador de alimentos,Cozinha,110.0,189.9,3,2019-11-18 17:31:00,569.7
2019-12-06 12:28:00,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,159.9,284.9,3,2019-12-07 09:35:00,854.6999999999999
2020-09-28 16:19:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,210.9,404.1,1,2020-10-05 16:31:00,404.1
2019-03-11 17:27:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,899.9,1676.9,2,2019-03-12 15:33:00,3353.8
2019-10-28 16:55:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,109.9,249.9,4,2019-10-29 14:32:00,999.6
2020-03-12 12:11:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,789.9,1399.0,4,2020-03-17 12:56:00,5596.0
2019-03-12 15:59:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,699.9,1346.9,4,2019-03-14 15:20:00,5387.6
2019-04-13 14:14:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,59.9,142.4,4,2019-04-13 16:31:00,569.6
2020-03-22 15:37:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,27.9,55.9,4,2020-03-23 10:38:00,223.6
2019-06-11 09:39:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,329.9,674.1,4,2019-06-11 16:25:00,2696.4
2019-10-25 11:40:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,489.9,999.0,4,2019-10-28 13:03:00,3996.0
2020-05-05 10:03:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,49.9,95.9,4,2020-05-05 13:33:00,383.6
2019-10-15 11:44:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10017,Cama Box,Casa,1189.9,1899.5,4,2019-10-17 11:46:00,7598.0
2019-10-22 14:54:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799.0,1424.91,4,2019-10-22 14:55:00,5699.64
2019-07-18 16:02:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,210.9,404.1,4,2019-07-24 11:21:00,1616.4
2020-12-17 11:36:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10012,Processador de alimentos,Cozinha,110.0,189.9,4,2020-12-17 16:08:00,759.6
2019-09-18 11:08:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,329.9,674.1,4,2019-09-18 17:49:00,2696.4
2020-12-06 11:33:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,699.9,1346.9,4,2020-12-11 11:33:00,5387.6
2019-08-05 17:11:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,27.9,55.9,4,2019-08-06 10:59:00,223.6
2019-10-20 11:43:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,329.9,674.1,4,2019-10-20 12:52:00,2696.4
2020-11-19 13:02:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,489.9,999.0,4,2020-11-24 15:31:00,3996.0
2019-01-03 15:50:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799.0,1424.91,4,2019-01-03 16:47:00,5699.64
2019-09-26 10:37:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,59.9,142.4,4,2019-09-26 14:38:00,569.6
2019-08-20 09:32:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,109.9,249.9,4,2019-08-20 11:56:00,999.6
2020-05-31 09:35:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,27.9,55.9,4,2020-05-31 15:42:00,223.6
2020-10-19 09:01:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799.0,1424.91,4,2020-10-19 12:17:00,5699.64
2020-07-07 13:52:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10004,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,4,2020-07-11 17:39:00,6836.4
2020-04-15 11:10:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,899.9,1676.9,4,2020-04-15 17:30:00,6707.6
2019-11-11 10:45:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10012,Processador de alimentos,Cozinha,110.0,189.9,4,2019-11-11 11:00:00,759.6
2020-05-17 14:12:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,2299.9,3199.0,4,2020-05-18 11:16:00,12796.0
2020-03-02 13:22:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,1400.9,2279.99,4,2020-03-06 13:22:00,9119.96
2019-01-07 15:57:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799.0,1424.91,4,2019-01-08 15:40:00,5699.64
2019-05-24 15:27:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,109.9,249.9,4,2019-05-25 11:52:00,999.6
2019-05-27 16:59:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,27.9,55.9,4,2019-05-27 17:35:00,223.6
2020-03-22 10:43:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,59.9,142.4,4,2020-03-22 17:29:00,569.6
2020-09-27 11:03:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,59.9,142.4,4,2020-09-27 12:01:00,569.6
2020-08-01 16:15:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,899.9,1676.9,4,2020-08-02 14:30:00,6707.6
2019-03-29 12:06:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10006,Aspirador de pó,Casa,88.9,189.9,4,2019-03-29 16:37:00,759.6
2020-11-26 17:05:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10017,Cama Box,Casa,1189.9,1899.5,4,2020-11-28 16:27:00,7598.0
2020-08-28 13:32:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,210.9,404.1,4,2020-09-04 13:24:00,1616.4
2020-09-21 16:50:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10004,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,4,2020-09-24 16:01:00,6836.4
2020-06-03 11:18:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,59.9,142.4,4,2020-06-03 14:28:00,569.6
2020-12-20 13:40:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799.0,1424.91,4,2020-12-20 17:01:00,5699.64
2019-11-09 14:46:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,789.9,1399.0,4,2019-11-16 17:10:00,5596.0
2020-07-23 09:16:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,329.9,674.1,4,2020-07-23 10:13:00,2696.4
2019-08-14 13:01:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799.0,1424.91,3,2019-08-14 16:04:00,4274.7300000000005
2019-06-03 16:50:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,2299.9,3199.0,3,2019-06-03 17:05:00,9597.0
2020-02-28 13:46:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,329.9,674.1,3,2020-02-29 12:22:00,2022.3000000000002
2020-09-05 17:33:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,59.9,142.4,3,2020-09-06 13:22:00,427.20000000000005
2020-05-04 16:16:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10004,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,3,2020-05-08 15:06:00,5127.299999999999
2020-01-03 11:28:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,1400.9,2279.99,3,2020-01-10 11:00:00,6839.969999999999
2020-04-06 11:11:00,123456111,José Maria,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,899.9,1676.9,3,2020-04-06 14:58:00,5030.700000000001
